Key_Field,Source_Key,Policy_Date,Policy_Year,Policy_Month,Policy_Quarter,Domicile_Country,PolicyHolder_name,Country_Origin,Product_Descr,Branch,Country_Office,Broker,Filter1,Filter2,Filter3,Filter4,Filter5,Filter6,Industry,LOB,Big_Policy_Ind,Source,Cross_Product,SUB_LOB1,SUB_LOB2,PremiumAmount,LossAmount,Loss_Cnt,Loss_Cntgt0,Loss_Cntgt1000,LossRatio,Linkage1,Linkage2,Linkage3
1622,Name1622Source2,6/10/2015,2015,6,Q2,SGP,Name1622,SGP,PRODUCT1297,BRANCH2,GB,BROKER22,No,B,Yes,No,Yes,No,Industry94,LOB2,No,Source2,P5,,,42200,800,1,1,0,0.018957346,0,1,0
1623,Name1623Source3,6/11/2015,2015,6,Q2,MEX,Name1623,MEX,PRODUCT1298,BRANCH3,SGP,BROKER23,No,B,No,No,Yes,No,Industry95,LOB3,No,Source3,P6,,,42300,900,1,1,0,0.021276596,0,1,0
1624,Name1624Source1,6/12/2015,2015,6,Q2,CAN,Name1624,CAN,PRODUCT1299,BRANCH1,USA,BROKER24,Yes,A,Yes,No,No,No,Industry96,LOB4,Yes,Source1,P7,,,42400,1200,5,1,1,0.028301887,0,1,0
1625,Name1625Source2,6/13/2015,2015,6,Q2,FRA,Name1625,FRA,PRODUCT1300,BRANCH2,GB,BROKER25,No,B,Yes,No,Yes,No,Industry97,LOB5,No,Source2,P1,L117,,42500,40000,10,1,1,0.941176471,0,1,0
1626,Name1626Source3,6/14/2015,2015,6,Q2,USA,Name1626,USA,,BRANCH3,SGP,BROKER1,No,B,No,Yes,Yes,Yes,Industry98,LOB6,No,Source3,P2,,L118,42600,0,0,0,0,0,0,1,0
1627,Name1627Source1,6/15/2015,2015,6,Q2,GB,Name1627,GB,PRODUCT1301,BRANCH1,USA,BROKER2,Yes,A,Yes,No,Yes,No,Industry99,LOB1,Yes,Source1,P3,,,42700,0,0,0,0,0,0,1,0
1628,Name1628Source2,6/16/2015,2015,6,Q2,CHN,Name1628,CHN,PRODUCT1302,BRANCH2,GB,BROKER3,No,B,Yes,No,No,No,Industry100,LOB2,No,Source2,P4,,,42800,0,0,0,0,0,0,1,0
1629,Name1629Source3,6/17/2015,2015,6,Q2,IRE,Name1629,IRE,PRODUCT1303,BRANCH3,SGP,BROKER4,No,B,No,No,Yes,No,Industry101,LOB3,No,Source3,P5,,,42900,0,0,0,0,0,0,1,0
1630,Name1630Source1,6/18/2015,2015,6,Q2,SPN,Name1630,SPN,PRODUCT1304,BRANCH1,USA,BROKER5,Yes,A,Yes,No,Yes,No,Industry102,LOB4,Yes,Source1,P6,,,43000,0,0,0,0,0,0,1,0
1631,Name1631Source2,6/19/2015,2015,6,Q2,ITA,Name1631,ITA,,BRANCH2,GB,BROKER6,No,B,Yes,Yes,Yes,No,Industry103,LOB5,No,Source2,P7,,,43100,0,0,0,0,0,0,1,0
1632,Name1632Source3,6/20/2015,2015,6,Q2,GER,Name1632,GER,PRODUCT1305,BRANCH3,SGP,BROKER7,No,B,No,No,No,Yes,Industry104,LOB6,No,Source3,P1,L117,,43200,0,0,0,0,0,0,1,0
1633,Name1633Source1,6/21/2015,2015,6,Q2,AUS,Name1633,AUS,PRODUCT1306,BRANCH1,USA,BROKER8,Yes,A,Yes,No,Yes,No,Industry105,LOB1,Yes,Source1,P2,,L118,43300,0,0,0,0,0,0,1,0
1634,Name1634Source2,6/22/2015,2015,6,Q2,UAE,Name1634,UAE,PRODUCT1307,BRANCH2,GB,BROKER9,No,B,Yes,No,Yes,No,Industry106,LOB2,No,Source2,P3,,,43400,0,0,0,0,0,0,1,0
1635,Name1635Source3,6/23/2015,2015,6,Q2,SGP,Name1635,SGP,PRODUCT1308,BRANCH3,SGP,BROKER10,No,B,No,No,Yes,No,Industry107,LOB3,No,Source3,P4,,,43500,800,1,1,0,0.018390805,0,1,0
1636,Name1636Source1,6/24/2015,2015,6,Q2,MEX,Name1636,MEX,,BRANCH1,USA,BROKER11,Yes,A,Yes,Yes,No,No,Industry108,LOB4,Yes,Source1,P5,,,43600,900,1,1,0,0.020642202,0,1,0
1637,Name1637Source2,6/25/2015,2015,6,Q2,CAN,Name1637,CAN,PRODUCT1309,BRANCH2,GB,BROKER12,No,B,Yes,No,Yes,No,Industry109,LOB5,No,Source2,P6,,,43700,1200,5,1,1,0.027459954,0,1,0
1638,Name1638Source3,6/26/2015,2015,6,Q2,FRA,Name1638,FRA,PRODUCT1310,BRANCH3,SGP,BROKER13,No,B,No,No,Yes,Yes,Industry110,LOB6,No,Source3,P7,,,43800,40000,10,1,1,0.913242009,0,1,0
1639,Name1639Source1,6/27/2015,2015,6,Q2,USA,Name1639,USA,PRODUCT1311,BRANCH1,USA,BROKER14,Yes,A,Yes,No,Yes,No,Industry111,LOB1,Yes,Source1,P1,L118,,43900,0,0,0,0,0,0,1,0
1640,Name1640Source2,6/28/2015,2015,6,Q2,GB,Name1640,GB,PRODUCT1312,BRANCH2,GB,BROKER15,No,B,Yes,No,No,No,Industry112,LOB2,No,Source2,P2,,L119,44000,0,0,0,0,0,0,1,0
1641,Name1641Source3,6/29/2015,2015,6,Q2,CHN,Name1641,CHN,,BRANCH3,SGP,BROKER16,No,B,No,Yes,Yes,No,Industry113,LOB3,No,Source3,P3,,,44100,0,0,0,0,0,0,1,0
1642,Name1642Source1,6/30/2015,2015,6,Q2,IRE,Name1642,IRE,PRODUCT1313,BRANCH1,USA,BROKER17,Yes,A,Yes,No,Yes,No,Industry114,LOB4,Yes,Source1,P4,,,44200,0,0,0,0,0,0,1,0
1643,Name1643Source2,7/1/2015,2015,7,Q3,SPN,Name1643,SPN,PRODUCT1314,BRANCH2,GB,BROKER18,No,B,Yes,No,Yes,No,Industry115,LOB5,No,Source2,P5,,,44300,0,0,0,0,0,0,1,0
1644,Name1644Source3,7/2/2015,2015,7,Q3,ITA,Name1644,ITA,PRODUCT1315,BRANCH3,SGP,BROKER19,No,B,No,No,No,Yes,Industry116,LOB6,No,Source3,P6,,,44400,0,0,0,0,0,0,1,0
1645,Name1645Source1,7/3/2015,2015,7,Q3,GER,Name1645,GER,PRODUCT1316,BRANCH1,USA,BROKER20,Yes,A,Yes,No,Yes,No,Industry117,LOB1,Yes,Source1,P7,,,44500,0,0,0,0,0,0,1,0
1646,Name1646Source2,7/4/2015,2015,7,Q3,AUS,Name1646,AUS,,BRANCH2,GB,BROKER21,No,B,Yes,Yes,Yes,No,Industry118,LOB2,No,Source2,P1,L118,,44600,0,0,0,0,0,0,1,0
1647,Name1647Source3,7/5/2015,2015,7,Q3,UAE,Name1647,UAE,PRODUCT1317,BRANCH3,SGP,BROKER22,No,B,No,No,Yes,No,Industry119,LOB3,No,Source3,P2,,L119,44700,0,0,0,0,0,0,1,0
1648,Name1648Source1,7/6/2015,2015,7,Q3,SGP,Name1648,SGP,PRODUCT1318,BRANCH1,USA,BROKER23,Yes,A,Yes,No,No,No,Industry120,LOB4,Yes,Source1,P3,,,44800,800,1,1,0,0.017857143,0,1,0
1649,Name1649Source2,7/7/2015,2015,7,Q3,MEX,Name1649,MEX,PRODUCT1319,BRANCH2,GB,BROKER24,No,B,Yes,No,Yes,No,Industry121,LOB5,No,Source2,P4,,,44900,900,1,1,0,0.020044543,0,1,0
1650,Name1650Source3,7/8/2015,2015,7,Q3,CAN,Name1650,CAN,PRODUCT1320,BRANCH3,SGP,BROKER25,No,B,No,No,Yes,Yes,Industry122,LOB6,No,Source3,P5,,,45000,1200,5,1,1,0.026666667,0,1,0
1651,Name1651Source1,7/9/2015,2015,7,Q3,FRA,Name1651,FRA,,BRANCH1,USA,BROKER1,Yes,A,Yes,Yes,Yes,No,Industry123,LOB1,Yes,Source1,P6,,,45100,40000,10,1,1,0.88691796,0,1,0
1652,Name1652Source2,7/10/2015,2015,7,Q3,USA,Name1652,USA,PRODUCT1321,BRANCH2,GB,BROKER2,No,B,Yes,No,No,No,Industry124,LOB2,No,Source2,P7,,,45200,0,0,0,0,0,0,1,0
1653,Name1653Source3,7/11/2015,2015,7,Q3,GB,Name1653,GB,PRODUCT1322,BRANCH3,SGP,BROKER3,No,B,No,No,Yes,No,Industry125,LOB3,No,Source3,P1,L119,,45300,0,0,0,0,0,0,1,0
1654,Name1654Source1,7/12/2015,2015,7,Q3,CHN,Name1654,CHN,PRODUCT1323,BRANCH1,USA,BROKER4,Yes,A,Yes,No,Yes,No,Industry126,LOB4,Yes,Source1,P2,,L120,45400,0,0,0,0,0,0,1,0
1655,Name1655Source2,7/13/2015,2015,7,Q3,IRE,Name1655,IRE,PRODUCT1324,BRANCH2,GB,BROKER5,No,B,Yes,No,Yes,No,Industry1,LOB5,No,Source2,P3,,,45500,0,0,0,0,0,0,1,0
1656,Name1656Source3,7/14/2015,2015,7,Q3,SPN,Name1656,SPN,,BRANCH3,SGP,BROKER6,No,B,No,Yes,No,Yes,Industry2,LOB6,No,Source3,P4,,,45600,0,0,0,0,0,0,1,0
1657,Name1657Source1,7/15/2015,2015,7,Q3,ITA,Name1657,ITA,PRODUCT1325,BRANCH1,USA,BROKER7,Yes,A,Yes,No,Yes,No,Industry1,LOB1,Yes,Source1,P5,,,45700,0,0,0,0,0,0,1,0
1658,Name1658Source2,7/16/2015,2015,7,Q3,GER,Name1658,GER,PRODUCT1326,BRANCH2,GB,BROKER8,No,B,Yes,No,Yes,No,Industry2,LOB2,No,Source2,P6,,,45800,0,0,0,0,0,0,1,0
1659,Name1659Source3,7/17/2015,2015,7,Q3,AUS,Name1659,AUS,PRODUCT1327,BRANCH3,SGP,BROKER9,No,B,No,No,Yes,No,Industry3,LOB3,No,Source3,P7,,,45900,0,0,0,0,0,0,1,0
1660,Name1660Source1,7/18/2015,2015,7,Q3,UAE,Name1660,UAE,PRODUCT1328,BRANCH1,USA,BROKER10,Yes,A,Yes,No,No,No,Industry4,LOB4,Yes,Source1,P1,L119,,46000,0,0,0,0,0,0,1,0
1661,Name1661Source2,7/19/2015,2015,7,Q3,SGP,Name1661,SGP,,BRANCH2,GB,BROKER11,No,B,Yes,Yes,Yes,No,Industry5,LOB5,No,Source2,P2,,L120,46100,800,1,1,0,0.017353579,0,1,0
1662,Name1662Source3,7/20/2015,2015,7,Q3,MEX,Name1662,MEX,PRODUCT1329,BRANCH3,SGP,BROKER12,No,B,No,No,Yes,Yes,Industry6,LOB6,No,Source3,P3,,,46200,900,1,1,0,0.019480519,0,1,0
1663,Name1663Source1,7/21/2015,2015,7,Q3,CAN,Name1663,CAN,PRODUCT1330,BRANCH1,USA,BROKER13,Yes,A,Yes,No,Yes,No,Industry7,LOB1,Yes,Source1,P4,,,46300,1200,5,1,1,0.025917927,0,1,0
1664,Name1664Source2,7/22/2015,2015,7,Q3,FRA,Name1664,FRA,PRODUCT1331,BRANCH2,GB,BROKER14,No,B,Yes,No,No,No,Industry8,LOB2,No,Source2,P5,,,46400,40000,10,1,1,0.862068966,0,1,0
1665,Name1665Source3,7/23/2015,2015,7,Q3,USA,Name1665,USA,PRODUCT1332,BRANCH3,SGP,BROKER15,No,B,No,No,Yes,No,Industry9,LOB3,No,Source3,P6,,,46500,0,0,0,0,0,0,1,0
1666,Name1666Source1,7/24/2015,2015,7,Q3,GB,Name1666,GB,,BRANCH1,USA,BROKER16,Yes,A,Yes,Yes,Yes,No,Industry10,LOB4,Yes,Source1,P7,,,46600,0,0,0,0,0,0,1,0
1667,Name1667Source2,7/25/2015,2015,7,Q3,CHN,Name1667,CHN,PRODUCT1333,BRANCH2,GB,BROKER17,No,B,Yes,No,Yes,No,Industry11,LOB5,No,Source2,P1,L120,,46700,0,0,0,0,0,0,1,0
1668,Name1668Source3,7/26/2015,2015,7,Q3,IRE,Name1668,IRE,PRODUCT1334,BRANCH3,SGP,BROKER18,No,B,No,No,No,Yes,Industry12,LOB6,No,Source3,P2,,L121,46800,0,0,0,0,0,0,1,0
1669,Name1669Source1,7/27/2015,2015,7,Q3,SPN,Name1669,SPN,PRODUCT1335,BRANCH1,USA,BROKER19,Yes,A,Yes,No,Yes,No,Industry13,LOB1,Yes,Source1,P3,,,46900,0,0,0,0,0,0,1,0
1670,Name1670Source2,7/28/2015,2015,7,Q3,ITA,Name1670,ITA,PRODUCT1336,BRANCH2,GB,BROKER20,No,B,Yes,No,Yes,No,Industry14,LOB2,No,Source2,P4,,,47000,0,0,0,0,0,0,1,0
1671,Name1671Source3,7/29/2015,2015,7,Q3,GER,Name1671,GER,,BRANCH3,SGP,BROKER21,No,B,No,Yes,Yes,No,Industry15,LOB3,No,Source3,P5,,,47100,0,0,0,0,0,0,1,0
1672,Name1672Source1,7/30/2015,2015,7,Q3,AUS,Name1672,AUS,PRODUCT1337,BRANCH1,USA,BROKER22,Yes,A,Yes,No,No,No,Industry16,LOB4,Yes,Source1,P6,,,47200,0,0,0,0,0,0,1,0
1673,Name1673Source2,7/31/2015,2015,7,Q3,UAE,Name1673,UAE,PRODUCT1338,BRANCH2,GB,BROKER23,No,B,Yes,No,Yes,No,Industry17,LOB5,No,Source2,P7,,,47300,0,0,0,0,0,0,1,0
1674,Name1674Source3,8/1/2015,2015,8,Q3,SGP,Name1674,SGP,PRODUCT1339,BRANCH3,SGP,BROKER24,No,B,No,No,Yes,Yes,Industry18,LOB6,No,Source3,P1,L120,,47400,800,1,1,0,0.016877637,0,1,0
1675,Name1675Source1,8/2/2015,2015,8,Q3,MEX,Name1675,MEX,PRODUCT1340,BRANCH1,USA,BROKER25,Yes,A,Yes,No,Yes,No,Industry19,LOB1,Yes,Source1,P2,,L121,47500,900,1,1,0,0.018947368,0,1,0
1676,Name1676Source2,8/3/2015,2015,8,Q3,CAN,Name1676,CAN,,BRANCH2,GB,BROKER1,No,B,Yes,Yes,No,No,Industry20,LOB2,No,Source2,P3,,,47600,1200,5,1,1,0.025210084,0,1,0
1677,Name1677Source3,8/4/2015,2015,8,Q3,FRA,Name1677,FRA,PRODUCT1341,BRANCH3,SGP,BROKER2,No,B,No,No,Yes,No,Industry21,LOB3,No,Source3,P4,,,47700,40000,10,1,1,0.838574423,0,1,0
1678,Name1678Source1,8/5/2015,2015,8,Q3,USA,Name1678,USA,PRODUCT1342,BRANCH1,USA,BROKER3,Yes,A,Yes,No,Yes,No,Industry22,LOB4,Yes,Source1,P5,,,47800,0,0,0,0,0,0,1,0
1679,Name1679Source2,8/6/2015,2015,8,Q3,GB,Name1679,GB,PRODUCT1343,BRANCH2,GB,BROKER4,No,B,Yes,No,Yes,No,Industry23,LOB5,No,Source2,P6,,,47900,0,0,0,0,0,0,1,0
1680,Name1680Source3,8/7/2015,2015,8,Q3,CHN,Name1680,CHN,PRODUCT1344,BRANCH3,SGP,BROKER5,No,B,No,No,No,Yes,Industry24,LOB6,No,Source3,P7,,,48000,0,0,0,0,0,0,1,0
1681,Name1681Source1,8/8/2015,2015,8,Q3,IRE,Name1681,IRE,,BRANCH1,USA,BROKER6,Yes,A,Yes,Yes,Yes,No,Industry1,LOB1,Yes,Source1,P1,L121,,48100,0,0,0,0,0,0,1,0
1682,Name1682Source2,8/9/2015,2015,8,Q3,SPN,Name1682,SPN,PRODUCT1345,BRANCH2,GB,BROKER7,No,B,Yes,No,Yes,No,Industry2,LOB2,No,Source2,P2,,L122,48200,0,0,0,0,0,0,1,0
1683,Name1683Source3,8/10/2015,2015,8,Q3,ITA,Name1683,ITA,PRODUCT1346,BRANCH3,SGP,BROKER8,No,B,No,No,Yes,No,Industry3,LOB3,No,Source3,P3,,,48300,0,0,0,0,0,0,1,0
1684,Name1684Source1,8/11/2015,2015,8,Q3,GER,Name1684,GER,PRODUCT1347,BRANCH1,USA,BROKER9,Yes,A,Yes,No,No,No,Industry4,LOB4,Yes,Source1,P4,,,48400,0,0,0,0,0,0,1,0
1685,Name1685Source2,8/12/2015,2015,8,Q3,AUS,Name1685,AUS,PRODUCT1348,BRANCH2,GB,BROKER10,No,B,Yes,No,Yes,No,Industry5,LOB5,No,Source2,P5,,,48500,0,0,0,0,0,0,1,0
1686,Name1686Source3,8/13/2015,2015,8,Q3,UAE,Name1686,UAE,,BRANCH3,SGP,BROKER11,No,B,No,Yes,Yes,Yes,Industry6,LOB6,No,Source3,P6,,,48600,0,0,0,0,0,0,1,0
1687,Name1687Source1,8/14/2015,2015,8,Q3,SGP,Name1687,SGP,PRODUCT1349,BRANCH1,USA,BROKER12,Yes,A,Yes,No,Yes,No,Industry7,LOB1,Yes,Source1,P7,,,48700,800,1,1,0,0.016427105,0,1,0
1688,Name1688Source2,8/15/2015,2015,8,Q3,MEX,Name1688,MEX,PRODUCT1350,BRANCH2,GB,BROKER13,No,B,Yes,No,No,No,Industry8,LOB2,No,Source2,P1,L121,,48800,900,1,1,0,0.018442623,0,1,0
1689,Name1689Source3,8/16/2015,2015,8,Q3,CAN,Name1689,CAN,PRODUCT1351,BRANCH3,SGP,BROKER14,No,B,No,No,Yes,No,Industry9,LOB3,No,Source3,P2,,L122,48900,1200,5,1,1,0.024539877,0,1,0
1690,Name1690Source1,8/17/2015,2015,8,Q3,FRA,Name1690,FRA,PRODUCT1352,BRANCH1,USA,BROKER15,Yes,A,Yes,No,Yes,No,Industry10,LOB4,Yes,Source1,P3,,,49000,40000,10,1,1,0.816326531,0,1,0
1691,Name1691Source2,8/18/2015,2015,8,Q3,USA,Name1691,USA,,BRANCH2,GB,BROKER16,No,B,Yes,Yes,Yes,No,Industry11,LOB5,No,Source2,P4,,,49100,0,0,0,0,0,0,1,0
1692,Name1692Source3,8/19/2015,2015,8,Q3,GB,Name1692,GB,PRODUCT1353,BRANCH3,SGP,BROKER17,No,B,No,No,No,Yes,Industry12,LOB6,No,Source3,P5,,,49200,0,0,0,0,0,0,1,0
1693,Name1693Source1,8/20/2015,2015,8,Q3,CHN,Name1693,CHN,PRODUCT1354,BRANCH1,USA,BROKER18,Yes,A,Yes,No,Yes,No,Industry13,LOB1,Yes,Source1,P6,,,49300,0,0,0,0,0,0,1,0
1694,Name1694Source2,8/21/2015,2015,8,Q3,IRE,Name1694,IRE,PRODUCT1355,BRANCH2,GB,BROKER19,No,B,Yes,No,Yes,No,Industry14,LOB2,No,Source2,P7,,,49400,0,0,0,0,0,0,1,0
1695,Name1695Source3,8/22/2015,2015,8,Q3,SPN,Name1695,SPN,PRODUCT1356,BRANCH3,SGP,BROKER20,No,B,No,No,Yes,No,Industry15,LOB3,No,Source3,P1,L122,,49500,0,0,0,0,0,0,1,0
1696,Name1696Source1,8/23/2015,2015,8,Q3,ITA,Name1696,ITA,,BRANCH1,USA,BROKER21,Yes,A,Yes,Yes,No,No,Industry16,LOB4,Yes,Source1,P2,,L123,49600,0,0,0,0,0,0,1,0
1697,Name1697Source2,8/24/2015,2015,8,Q3,GER,Name1697,GER,PRODUCT1357,BRANCH2,GB,BROKER22,No,B,Yes,No,Yes,No,Industry17,LOB5,No,Source2,P3,,,49700,0,0,0,0,0,0,1,0
1698,Name1698Source3,8/25/2015,2015,8,Q3,AUS,Name1698,AUS,PRODUCT1358,BRANCH3,SGP,BROKER23,No,B,No,No,Yes,Yes,Industry18,LOB6,No,Source3,P4,,,49800,0,0,0,0,0,0,1,0
1699,Name1699Source1,8/26/2015,2015,8,Q3,UAE,Name1699,UAE,PRODUCT1359,BRANCH1,USA,BROKER24,Yes,A,Yes,No,Yes,No,Industry19,LOB1,Yes,Source1,P5,,,49900,0,0,0,0,0,0,1,0
1700,Name1700Source2,8/27/2015,2015,8,Q3,SGP,Name1700,SGP,PRODUCT1360,BRANCH2,GB,BROKER25,No,B,Yes,No,No,No,Industry20,LOB2,No,Source2,P6,,,50000,800,1,1,0,0.016,0,1,0
1701,Name1701Source3,8/28/2015,2015,8,Q3,MEX,Name1701,MEX,,BRANCH3,SGP,BROKER1,No,B,No,Yes,Yes,No,Industry21,LOB3,No,Source3,P7,,,50100,900,1,1,0,0.017964072,0,1,0
1702,Name1702Source1,8/29/2015,2015,8,Q3,CAN,Name1702,CAN,PRODUCT1361,BRANCH1,USA,BROKER2,Yes,A,Yes,No,Yes,No,Industry22,LOB4,Yes,Source1,P1,L122,,50200,1200,5,1,1,0.023904382,0,1,0
1703,Name1703Source2,8/30/2015,2015,8,Q3,FRA,Name1703,FRA,PRODUCT1362,BRANCH2,GB,BROKER3,No,B,Yes,No,Yes,No,Industry23,LOB5,No,Source2,P2,,L123,50300,40000,10,1,1,0.795228628,0,1,0
1704,Name1704Source3,8/31/2015,2015,8,Q3,USA,Name1704,USA,PRODUCT1363,BRANCH3,SGP,BROKER4,No,B,No,No,No,Yes,Industry24,LOB6,No,Source3,P3,,,50400,0,0,0,0,0,0,1,0
1705,Name1705Source1,9/1/2015,2015,9,Q3,GB,Name1705,GB,PRODUCT1364,BRANCH1,USA,BROKER5,Yes,A,Yes,No,Yes,No,Industry25,LOB1,Yes,Source1,P4,,,50500,0,0,0,0,0,0,1,0
1706,Name1706Source2,9/2/2015,2015,9,Q3,CHN,Name1706,CHN,,BRANCH2,GB,BROKER6,No,B,Yes,Yes,Yes,No,Industry26,LOB2,No,Source2,P5,,,50600,0,0,0,0,0,0,1,0
1707,Name1707Source3,9/3/2015,2015,9,Q3,IRE,Name1707,IRE,PRODUCT1365,BRANCH3,SGP,BROKER7,No,B,No,No,Yes,No,Industry27,LOB3,No,Source3,P6,,,50700,0,0,0,0,0,0,1,0
1708,Name1708Source1,9/4/2015,2015,9,Q3,SPN,Name1708,SPN,PRODUCT1366,BRANCH1,USA,BROKER8,Yes,A,Yes,No,No,No,Industry28,LOB4,Yes,Source1,P7,,,50800,0,0,0,0,0,0,1,0
1709,Name1709Source2,9/5/2015,2015,9,Q3,ITA,Name1709,ITA,PRODUCT1367,BRANCH2,GB,BROKER9,No,B,Yes,No,Yes,No,Industry29,LOB5,No,Source2,P1,L123,,50900,0,0,0,0,0,0,1,0
1710,Name1710Source3,9/6/2015,2015,9,Q3,GER,Name1710,GER,PRODUCT1368,BRANCH3,SGP,BROKER10,No,B,No,No,Yes,Yes,Industry30,LOB6,No,Source3,P2,,L124,51000,0,0,0,0,0,0,1,0
1711,Name1711Source1,9/7/2015,2015,9,Q3,AUS,Name1711,AUS,,BRANCH1,USA,BROKER11,Yes,A,Yes,Yes,Yes,No,Industry31,LOB1,Yes,Source1,P3,,,51100,0,0,0,0,0,0,1,0
1712,Name1712Source2,9/8/2015,2015,9,Q3,UAE,Name1712,UAE,PRODUCT1369,BRANCH2,GB,BROKER12,No,B,Yes,No,No,No,Industry32,LOB2,No,Source2,P4,,,51200,0,0,0,0,0,0,1,0
1713,Name1713Source3,9/9/2015,2015,9,Q3,SGP,Name1713,SGP,PRODUCT1370,BRANCH3,SGP,BROKER13,No,B,No,No,Yes,No,Industry33,LOB3,No,Source3,P5,,,51300,800,1,1,0,0.015594542,0,1,0
1714,Name1714Source1,9/10/2015,2015,9,Q3,MEX,Name1714,MEX,PRODUCT1371,BRANCH1,USA,BROKER14,Yes,A,Yes,No,Yes,No,Industry34,LOB4,Yes,Source1,P6,,,51400,900,1,1,0,0.017509728,0,1,0
1715,Name1715Source2,9/11/2015,2015,9,Q3,CAN,Name1715,CAN,PRODUCT1372,BRANCH2,GB,BROKER15,No,B,Yes,No,Yes,No,Industry35,LOB5,No,Source2,P7,,,51500,1200,5,1,1,0.023300971,0,1,0
1716,Name1716Source3,9/12/2015,2015,9,Q3,FRA,Name1716,FRA,,BRANCH3,SGP,BROKER16,No,B,No,Yes,No,Yes,Industry36,LOB6,No,Source3,P1,L123,,51600,40000,10,1,1,0.775193798,0,1,0
1717,Name1717Source1,9/13/2015,2015,9,Q3,USA,Name1717,USA,PRODUCT1373,BRANCH1,USA,BROKER17,Yes,A,Yes,No,Yes,No,Industry37,LOB1,Yes,Source1,P2,,L124,51700,0,0,0,0,0,0,1,0
1718,Name1718Source2,9/14/2015,2015,9,Q3,GB,Name1718,GB,PRODUCT1374,BRANCH2,GB,BROKER18,No,B,Yes,No,Yes,No,Industry38,LOB2,No,Source2,P3,,,51800,0,0,0,0,0,0,1,0
1719,Name1719Source3,9/15/2015,2015,9,Q3,CHN,Name1719,CHN,PRODUCT1375,BRANCH3,SGP,BROKER19,No,B,No,No,Yes,No,Industry39,LOB3,No,Source3,P4,,,51900,0,0,0,0,0,0,1,0
1720,Name1720Source1,9/16/2015,2015,9,Q3,IRE,Name1720,IRE,PRODUCT1376,BRANCH1,USA,BROKER20,Yes,A,Yes,No,No,No,Industry40,LOB4,Yes,Source1,P5,,,52000,0,0,0,0,0,0,1,0
1721,Name1721Source2,9/17/2015,2015,9,Q3,SPN,Name1721,SPN,,BRANCH2,GB,BROKER21,No,B,Yes,Yes,Yes,No,Industry41,LOB5,No,Source2,P6,,,52100,0,0,0,0,0,0,1,0
1722,Name1722Source3,9/18/2015,2015,9,Q3,ITA,Name1722,ITA,PRODUCT1377,BRANCH3,SGP,BROKER22,No,B,No,No,Yes,Yes,Industry42,LOB6,No,Source3,P7,,,52200,0,0,0,0,0,0,1,0
1723,Name1723Source1,9/19/2015,2015,9,Q3,GER,Name1723,GER,PRODUCT1378,BRANCH1,USA,BROKER23,Yes,A,Yes,No,Yes,No,Industry43,LOB1,Yes,Source1,P1,L124,,52300,0,0,0,0,0,0,1,0
1724,Name1724Source2,9/20/2015,2015,9,Q3,AUS,Name1724,AUS,PRODUCT1379,BRANCH2,GB,BROKER24,No,B,Yes,No,No,No,Industry44,LOB2,No,Source2,P2,,L125,52400,0,0,0,0,0,0,1,0
1725,Name1725Source3,9/21/2015,2015,9,Q3,UAE,Name1725,UAE,PRODUCT1380,BRANCH3,SGP,BROKER25,No,B,No,No,Yes,No,Industry45,LOB3,No,Source3,P3,,,52500,0,0,0,0,0,0,1,0
1726,Name1726Source1,9/22/2015,2015,9,Q3,SGP,Name1726,SGP,,BRANCH1,USA,BROKER1,Yes,A,Yes,Yes,Yes,No,Industry46,LOB4,Yes,Source1,P4,,,52600,800,1,1,0,0.015209125,0,1,0
1727,Name1727Source2,9/23/2015,2015,9,Q3,MEX,Name1727,MEX,PRODUCT1381,BRANCH2,GB,BROKER2,No,B,Yes,No,Yes,No,Industry47,LOB5,No,Source2,P5,,,52700,900,1,1,0,0.017077799,0,1,0
1728,Name1728Source3,9/24/2015,2015,9,Q3,CAN,Name1728,CAN,PRODUCT1382,BRANCH3,SGP,BROKER3,No,B,No,No,No,Yes,Industry48,LOB6,No,Source3,P6,,,52800,1200,5,1,1,0.022727273,0,1,0
1729,Name1729Source1,9/25/2015,2015,9,Q3,FRA,Name1729,FRA,PRODUCT1383,BRANCH1,USA,BROKER4,Yes,A,Yes,No,Yes,No,Industry49,LOB1,Yes,Source1,P7,,,52900,40000,10,1,1,0.756143667,0,1,0
1730,Name1730Source2,9/26/2015,2015,9,Q3,USA,Name1730,USA,PRODUCT1384,BRANCH2,GB,BROKER5,No,B,Yes,No,Yes,No,Industry50,LOB2,No,Source2,P1,L124,,53000,0,0,0,0,0,0,1,0
1731,Name1731Source3,9/27/2015,2015,9,Q3,GB,Name1731,GB,,BRANCH3,SGP,BROKER6,No,B,No,Yes,Yes,No,Industry51,LOB3,No,Source3,P2,,L125,53100,0,0,0,0,0,0,1,0
1732,Name1732Source1,9/28/2015,2015,9,Q3,CHN,Name1732,CHN,PRODUCT1385,BRANCH1,USA,BROKER7,Yes,A,Yes,No,No,No,Industry52,LOB4,Yes,Source1,P3,,,53200,0,0,0,0,0,0,1,0
1733,Name1733Source2,9/29/2015,2015,9,Q3,IRE,Name1733,IRE,PRODUCT1386,BRANCH2,GB,BROKER8,No,B,Yes,No,Yes,No,Industry53,LOB5,No,Source2,P4,,,53300,0,0,0,0,0,0,1,0
